Date,Product,Price (INR)
2025-06-17 16:32:51,U.S. POLO ASSN. Men Lace Up Sneaker Shoes,2492
2025-06-17 16:34:05,U.S. POLO ASSN. Men Lace Up Sneaker Shoes,2492
2025-06-17 16:35:09,U.S. POLO ASSN. Men Lace Up Sneaker Shoes,2492
2025-06-17 16:36:13,U.S. POLO ASSN. Men Lace Up Sneaker Shoes,2492
2025-06-17 16:37:17,U.S. POLO ASSN. Men Lace Up Sneaker Shoes,2492
2025-06-17 16:38:21,U.S. POLO ASSN. Men Lace Up Sneaker Shoes,2492
